,Status,Life expectancy ,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Total expenditure, HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,Adult Mortality,Polio,Diphtheria
2157,Developing,61.0,17,7.11,9.165614959,97.0,5,17.7,25,7.2,2.8,539.1538211,9977446.0,6.6,6.4,0.447,10.2,265.9,93.0,97.0
2158,Developing,68.0,18,6.39,0.661540371,97.0,6,17.1,28,7.66,3.7,5.668726400000001,978169.0,6.7,6.6,0.43799999999999994,10.4,262.0,97.0,97.0
2159,Developing,59.6,20,6.78,7.409771602999999,97.0,26,16.5,30,8.49,5.0,44.853339,944742.0,6.8,6.7,0.424,10.1,281.8,98.0,97.0
2160,Developing,57.6,22,6.88,78.47020226,99.0,494,15.9,34,1.2,6.2,342.3656294,92658.0,6.8,6.8,0.40399999999999997,9.3,320.6,99.0,99.0
2161,Developing,55.3,24,7.01,39.44666715,95.0,129,15.4,38,6.83,7.1,287.931877,8991735.0,6.8,7.0,0.38799999999999996,8.8,366.1,95.0,95.0
2162,Developing,53.4,26,6.75,31.93566186,89.0,386,14.9,42,6.24,7.7,236.9114381,8818438.0,6.9,7.1,0.371,8.2,398.9,89.0,89.0
2163,Developing,52.0,29,6.66,33.30286123,96.0,1064,14.5,46,6.34,8.1,212.6619491,868346.0,7.0,7.3,0.359,7.6,416.9,96.0,96.0
2164,Developing,57.0,31,7.82,1.9659778,88.0,2738,14.1,50,4.18,8.0,196.59778,853625.0,7.2,7.4,0.34299999999999997,7.2,428.0,85.0,88.0
2201,Developing,73.8,0,0.01,660.2777923,56.0,0,74.3,0,7.22,0.1,4178.973368999999,19229.0,0.2,0.1,0.701,12.9,115.1,78.0,81.0
2202,Developing,73.6,0,0.01,698.3522786,6.0,0,73.8,0,6.91,0.1,4219.6512299999995,19757.0,0.2,0.1,0.7,12.9,117.9,82.0,85.0
2203,Developing,73.2,0,0.01,492.0552263,64.0,1,73.4,0,5.2,0.1,4234.554443,189194.0,0.2,0.1,0.698,12.9,123.7,82.0,82.0
2204,Developing,73.0,0,2.15,558.7206486,58.0,0,72.9,0,5.8,0.1,3942.9827,187665.0,0.2,0.1,0.693,12.9,127.4,79.0,82.0
2205,Developing,72.6,0,3.01,434.79406789999996,57.0,8,72.5,0,5.7,0.1,3453.4874340000006,18625.0,0.2,0.2,0.69,12.9,133.8,74.0,78.0
2206,Developing,76.0,0,2.88,42.12368374,44.0,0,72.0,0,5.4,0.1,335.112838,184826.0,0.2,0.2,0.691,12.9,163.8,61.0,64.0
2207,Developing,72.5,0,3.97,47.35260547,12.0,0,71.4,0,4.52,0.1,359.82223,183526.0,0.2,0.2,0.688,12.9,139.1,69.0,39.0
2208,Developing,72.2,0,3.85,47.73638191,46.0,0,7.9,0,5.25,0.1,322.543121,182286.0,0.2,0.2,0.682,12.9,143.0,63.0,65.0
2209,Developing,72.0,0,3.52,40.22855669,35.0,0,7.3,0,4.68,0.1,287.963899,18194.0,0.2,0.2,0.677,12.7,149.3,49.0,50.0
2210,Developing,71.6,0,3.63,287.4671305,41.0,0,69.7,0,4.47,0.1,2571.262348,179929.0,0.2,0.2,0.6709999999999999,12.6,157.1,66.0,59.0
2211,Developing,71.4,0,3.62,310.6117683,54.0,0,68.9,0,4.45,0.1,2351.33814,178781.0,0.2,0.2,0.665,12.4,160.6,35.0,63.0
2212,Developing,79.0,0,4.17,24.99717134,83.0,0,68.2,0,4.71,0.1,197.29417,177662.0,0.2,0.2,0.659,12.3,169.1,90.0,90.0
2213,Developing,76.0,0,3.3,208.1688437,86.0,0,67.4,0,5.1,0.1,1631.41727,176582.0,0.2,0.2,0.653,12.1,174.6,91.0,92.0
2214,Developing,75.0,0,3.43,199.4118322,89.0,0,66.5,0,5.16,0.1,1555.47451,175566.0,0.2,0.2,0.645,12.0,175.8,88.0,90.0
2215,Developing,72.0,0,3.0,21.2543002,89.0,0,65.6,0,5.31,0.1,154.68923,17461.0,0.2,0.2,0.64,12.1,180.3,98.0,98.0
2218,Developing,67.3,0,0.01,225.73077510000002,95.0,0,3.1,0,8.35,0.2,1821.878734,191266.0,5.6,5.4,0.562,11.1,192.6,95.0,95.0
2219,Developing,67.1,0,0.01,200.66009880000001,97.0,0,29.3,0,9.76,0.2,1619.532678,18745.0,5.7,5.5,0.5589999999999999,11.0,194.8,97.0,97.0
2220,Developing,66.9,0,0.01,8.198047581,96.0,0,28.5,0,8.6,0.5,138.949959,182889.0,5.9,5.7,0.5529999999999999,10.8,198.4,96.0,96.0
2221,Developing,66.6,0,5.69,7.495401346,96.0,0,27.7,0,5.44,0.5,134.326189,1788.0,6.0,5.9,0.546,10.6,202.2,96.0,96.0
2222,Developing,66.2,0,5.58,63.04032682,98.0,0,26.9,0,5.24,0.5,1129.7549609999999,174776.0,6.1,6.0,0.542,10.6,205.1,98.0,98.0
2223,Developing,65.8,0,4.13,11.13608747,98.0,0,26.2,0,6.65,0.9,199.57146,17813.0,6.3,6.2,0.5329999999999999,10.1,211.7,99.0,98.0
2224,Developing,65.4,0,4.36,62.856586300000004,99.0,0,25.4,0,5.66,0.9,1126.46212,166913.0,6.5,6.4,0.531,10.4,217.3,99.0,99.0
2225,Developing,65.1,0,4.14,49.93698173,87.0,0,24.7,0,7.44,1.2,894.927988,16311.0,6.7,6.6,0.527,10.3,219.6,98.0,97.0
2226,Developing,64.7,0,5.46,47.08931143,75.0,0,24.0,0,7.84,1.2,843.89447,159328.0,6.9,6.8,0.521,10.2,223.0,97.0,97.0
2227,Developing,64.3,0,5.27,10.8139134,96.0,0,23.4,0,1.4,1.6,81.86157,15563.0,7.0,7.0,0.514,10.0,227.3,97.0,97.0
2228,Developing,63.8,0,5.78,9.013493879,7.0,0,22.8,0,9.94,1.6,693.345683,151969.0,7.2,7.2,0.509,9.8,229.0,99.0,96.0
2229,Developing,63.4,0,6.54,86.42744056,43.0,0,22.2,0,11.12,1.6,649.342153,148372.0,7.4,7.4,0.504,9.7,227.0,94.0,94.0
2250,Developing,66.4,19,0.26,12.80528533,89.0,32,23.8,27,4.66,0.3,152.443873,14546111.0,9.7,9.5,0.483,9.1,192.0,85.0,89.0
2251,Developing,66.0,20,0.26,11.8385319,92.0,17,23.2,28,4.51,0.3,148.912351,141232.0,9.9,9.7,0.474,8.7,196.3,89.0,92.0
2252,Developing,65.6,20,0.28,10.20659464,91.0,46,22.7,29,4.31,0.4,136.4518,1373513.0,1.0,9.9,0.46299999999999997,8.3,199.6,83.0,91.0
2253,Developing,64.9,20,0.32,1.4310516640000002,92.0,18,22.2,31,4.42,0.4,18.25321,13391.0,1.2,1.1,0.455,7.9,204.2,89.0,92.0
2254,Developing,64.3,21,0.28,1.020071763,89.0,428,21.7,32,4.62,0.4,11.631377,12916229.0,1.4,1.3,0.449,7.7,209.2,76.0,89.0
2255,Developing,63.5,21,0.3,1.177477677,86.0,999,21.2,33,4.81,0.5,12.566464,1255917.0,1.6,1.5,0.444,7.5,215.1,83.0,86.0
2256,Developing,62.8,22,0.28,1.08833088,88.0,6,2.8,34,4.94,0.6,11.336780000000001,1223957.0,1.8,1.7,0.435,7.1,221.9,87.0,88.0
2257,Developing,62.1,22,0.32,8.309152927000001,94.0,11,2.3,36,4.72,0.7,95.3978522,11873557.0,11.0,1.9,0.425,6.8,233.8,93.0,94.0
2258,Developing,61.3,23,0.34,10.43022617,89.0,3,19.9,38,5.44,0.7,89.838296,11556763.0,11.2,11.1,0.42200000000000004,6.6,240.4,89.0,89.0
2259,Developing,65.0,23,0.33,96.03725103,84.0,0,19.5,40,5.35,0.7,773.8698713,11251266.0,11.4,11.3,0.415,6.4,244.2,84.0,84.0
2260,Developing,59.7,24,0.35,66.02236299,54.0,31,19.1,42,5.68,0.7,733.581811,1955944.0,11.6,11.5,0.408,6.2,248.0,87.0,87.0
2266,Developing,75.4,1,9.09,8.617208431,92.0,37,59.4,1,1.37,0.1,62.173221,713576.0,2.1,2.1,0.7709999999999999,14.3,106.1,93.0,93.0
2267,Developing,75.3,1,9.16,880.6403367,91.0,1,58.9,1,1.12,0.1,6353.826383,7164132.0,2.1,2.1,0.7659999999999999,14.1,107.1,97.0,95.0
2268,Developing,74.9,1,9.38,742.5109709,97.0,0,58.3,1,9.89,0.1,5659.3824,719977.0,2.1,2.1,0.767,14.0,111.0,93.0,91.0
2269,Developing,74.6,1,9.56,915.3190791000001,94.0,370,57.7,1,9.72,0.1,6423.291783,723499.0,2.2,2.2,0.757,13.5,112.9,94.0,94.0
2270,Developing,74.4,1,9.65,774.4396617000001,89.0,20,57.0,1,1.9,0.1,5411.87744,7291436.0,2.2,2.3,0.755,13.6,115.1,91.0,91.0
2271,Developing,74.1,1,9.85,820.8109097999999,93.0,1,56.4,1,9.9,0.1,5821.35397,73287.0,2.3,2.3,0.754,13.6,119.5,97.0,95.0
2272,Developing,74.0,1,9.54,96.33237912,93.0,2,55.8,1,1.5,0.1,671.773913,735222.0,2.3,2.4,0.7490000000000001,13.5,122.3,95.0,95.0
2273,Developing,73.8,1,9.3,772.8700352999999,99.0,201,55.1,1,1.2,0.1,5458.121718,7381579.0,2.4,2.4,0.743,13.5,123.3,93.0,94.0
2274,Developing,73.6,1,8.58,541.8243468,93.0,2,54.5,1,8.99,0.1,4129.758741,7411569.0,2.5,2.5,0.7390000000000001,13.4,125.5,97.0,92.0
2275,Developing,73.0,1,9.6,503.11159469999996,65.0,2,53.9,1,8.7,0.1,3528.1318,744769.0,2.5,2.6,0.73,13.2,128.1,98.0,98.0
2276,Developing,73.0,1,7.42,462.7076756,89.0,11,53.3,1,8.24,0.1,3331.228766,7463157.0,2.6,2.6,0.72,13.1,128.6,96.0,88.0
2282,Developing,73.0,0,0.01,151.1045552,99.0,0,36.2,0,3.37,0.1,1557.77892,91359.0,5.7,6.0,0.7659999999999999,13.2,168.3,99.0,99.0
2283,Developing,72.9,0,0.01,1521.672751,99.0,0,35.5,0,3.58,0.1,15687.34795,89949.0,5.7,6.1,0.762,13.5,171.2,98.0,98.0
2284,Developing,72.7,0,0.01,177.2633961,99.0,0,34.8,0,4.8,0.1,12845.17363,8833.0,5.7,6.1,0.755,13.5,174.2,98.0,98.0
2285,Developing,72.6,0,9.72,1121.475547,99.0,0,34.2,0,3.38,0.1,12189.9516,87441.0,5.7,6.1,0.7440000000000001,13.3,177.5,99.0,99.0
2286,Developing,72.4,0,6.51,16.49232317,99.0,0,33.5,0,3.59,0.1,184.68447,8977.0,5.8,6.2,0.74,13.2,180.6,99.0,99.0
2287,Developing,72.3,0,4.94,75.22565820000001,99.0,0,32.4,0,2.64,0.1,976.9566,87298.0,5.8,6.2,0.7390000000000001,13.2,183.0,99.0,99.0
2288,Developing,72.2,0,6.33,701.8526364,99.0,0,31.8,0,2.64,0.1,11122.8627,86956.0,5.9,6.3,0.7390000000000001,13.2,184.5,99.0,99.0
2289,Developing,72.2,0,8.12,916.4741775,99.0,1,31.2,0,3.3,0.1,12154.829940000001,8533.0,5.9,6.3,0.733,13.1,184.0,99.0,99.0
2290,Developing,72.2,0,8.12,102.373909,99.0,10,3.7,0,3.73,0.1,1214.39987,846.0,5.9,6.3,0.728,13.1,185.1,99.0,99.0
2291,Developing,72.2,0,7.82,21.465313199999997,99.0,0,3.1,0,3.91,0.1,1192.5174,82858.0,6.0,6.4,0.7120000000000001,12.1,185.2,99.0,99.0
2292,Developing,72.1,0,7.91,12.94324581,99.0,0,29.2,0,4.17,0.1,1176.65871,82475.0,6.0,6.4,0.715,12.3,186.1,99.0,99.0
2293,Developing,72.1,0,7.41,843.1186662,99.0,0,28.7,0,4.64,0.1,8524.961236,82781.0,6.1,6.5,0.713,12.1,184.9,99.0,99.0
2294,Developing,72.1,0,11.15,562.3601848,99.0,0,28.1,0,4.21,0.1,8331.261997,83723.0,6.1,6.6,0.7120000000000001,12.1,185.5,99.0,99.0
2295,Developing,72.0,0,6.72,643.7035752,96.0,0,27.6,0,4.45,0.1,7663.1378,8122.0,6.2,6.6,0.7140000000000001,12.2,186.8,96.0,96.0
2296,Developing,71.8,0,8.24,601.7608115,98.0,0,27.1,0,4.62,0.1,7578.85153,81131.0,6.3,6.7,0.0,12.3,188.5,98.0,98.0
2298,Developing,48.1,23,0.01,1.4432863530000002,83.0,1006,23.8,32,11.9,0.6,78.4394757,779162.0,7.5,7.4,0.426,9.5,446.4,83.0,83.0
2299,Developing,54.0,23,0.01,1.321464076,92.0,15,23.3,33,11.59,0.8,71.8186998,692279.0,7.7,7.6,0.413,9.3,392.8,92.0,92.0
2300,Developing,49.7,25,0.01,54.56033696,91.0,678,22.7,35,11.24,0.9,561.8984239,676613.0,7.9,7.8,0.401,9.1,395.4,91.0,91.0
2301,Developing,48.9,26,3.78,54.665917500000006,89.0,1865,22.2,38,11.98,1.3,445.525,6611692.0,8.1,8.0,0.392,8.9,403.4,88.0,89.0
2302,Developing,48.1,27,3.84,5.347717533,86.0,1089,21.7,40,1.32,1.6,45.128417999999996,645872.0,8.3,8.2,0.384,8.7,414.6,84.0,86.0
2303,Developing,47.1,28,3.97,49.837126700000006,84.0,31,21.2,42,13.13,1.7,394.5932439,63126.0,8.5,8.4,0.375,8.5,428.9,81.0,84.0
2304,Developing,46.2,29,3.91,5.379606465,77.0,44,2.7,44,1.29,1.9,46.375917799999996,6165372.0,8.7,8.7,0.36700000000000005,8.3,441.8,75.0,77.0
2305,Developing,45.3,29,3.86,45.57108889,63.0,0,2.2,45,1.12,2.2,358.8274716,615417.0,8.9,8.9,0.35700000000000004,8.2,453.2,63.0,64.0
2362,Developing,68.8,0,0.01,3.718438799,88.0,0,49.7,0,5.5,0.1,29.652621999999997,57554.0,1.1,1.2,0.512,9.6,156.1,78.0,77.0
2363,Developing,68.8,0,0.01,24.73328608,94.0,0,48.9,0,5.42,0.1,188.5159,563513.0,1.1,1.2,0.509,9.5,156.9,85.0,83.0
2364,Developing,68.7,0,0.01,247.9492284,99.0,0,48.1,0,5.48,0.1,1858.689868,551531.0,1.2,1.2,0.505,9.4,160.3,88.0,92.0
2365,Developing,68.5,0,0.99,229.6687488,99.0,0,47.2,0,5.8,0.1,1642.837974,539614.0,1.2,1.2,0.49700000000000005,9.4,164.0,97.0,91.0
2366,Developing,68.3,0,1.1,29.5207994,9.0,0,46.4,0,7.47,0.1,1272.44825,52779.0,1.2,1.2,0.49200000000000005,9.3,170.3,84.0,83.0
2367,Developing,68.1,0,1.21,244.3976438,92.0,0,45.5,0,7.92,0.1,1158.282672,51679.0,1.2,1.2,0.494,9.3,177.4,90.0,86.0
2368,Developing,68.0,0,1.09,19.74929219,89.0,0,44.7,0,5.97,0.1,125.79167,54477.0,1.2,1.2,0.489,9.2,180.0,88.0,85.0
2369,Developing,67.6,0,0.85,28.90135229,9.0,0,43.8,0,6.42,0.1,146.931125,49294.0,1.2,1.2,0.48200000000000004,9.0,190.9,89.0,88.0
2370,Developing,67.6,0,0.99,240.4851202,99.0,0,43.0,0,6.66,0.1,948.6592511,481422.0,1.3,1.3,0.47,8.4,192.5,99.0,99.0
2371,Developing,67.4,0,0.9,25.31155956,83.0,0,42.1,0,7.83,0.1,88.87485799999999,469885.0,1.3,1.3,0.465,8.3,198.6,90.0,89.0
2372,Developing,67.1,0,1.18,195.52594169999998,81.0,0,41.3,0,5.64,0.1,818.442619,458324.0,1.3,1.3,0.45899999999999996,8.1,204.8,89.0,90.0
2373,Developing,66.8,0,1.18,16.83170578,79.0,0,4.4,0,6.0,0.1,744.7657422999999,446769.0,1.3,1.3,0.45299999999999996,8.0,211.3,84.0,84.0
2374,Developing,66.5,0,1.08,156.2847968,75.0,0,39.6,0,6.9,0.1,784.9562874,435262.0,1.4,1.4,0.446,7.3,217.8,78.0,78.0
2375,Developing,66.2,0,0.7,325.1114746,83.0,0,38.7,0,6.44,0.1,944.8168400000001,423853.0,1.4,1.4,0.442,6.6,224.5,88.0,84.0
2376,Developing,65.8,0,0.71,4.24926073,81.0,0,37.9,0,4.56,0.1,154.518572,41269.0,1.4,1.4,0.455,7.2,231.7,88.0,86.0
2394,Developing,62.0,42,7.38,922.0507312999999,8.0,66,5.3,52,8.8,3.7,6479.625659,54146734.74,4.9,5.9,0.66,13.0,315.9,85.0,85.0
2395,Developing,69.0,43,7.34,978.5905287,7.0,25,49.5,54,8.78,4.5,6876.953820999999,53311955.61,5.4,6.5,0.652,12.8,334.7,79.0,81.0
2396,Developing,59.2,43,7.38,1089.954838,68.0,32,48.7,56,8.79,7.6,7548.163698,5256515.8,6.0,7.3,0.644,12.8,360.6,69.0,71.0
2397,Developing,58.9,43,7.38,123.753335,76.0,92,47.9,58,8.61,8.5,849.9542240000001,51729345.36,6.6,8.0,0.638,12.8,396.8,71.0,75.0
2398,Developing,58.0,43,7.28,1038.885632,71.0,12499,47.2,62,8.5,11.0,7362.761390000001,5979432.36,7.3,8.9,0.63,12.8,416.3,72.0,77.0
2399,Developing,56.5,46,7.6,782.5987144,74.0,5857,46.4,70,8.39,19.0,5888.6284,5255813.11,8.1,9.8,0.622,12.8,434.9,75.0,81.0
2400,Developing,55.3,50,8.19,780.0336423,76.0,39,45.7,75,7.75,23.5,5786.59972,49557573.3,8.9,1.7,0.616,12.9,458.1,77.0,82.0
2401,Developing,54.5,51,8.48,805.490079,83.0,31,45.0,79,7.53,26.4,6125.39984,48883844.99,9.7,11.7,0.612,12.9,474.6,79.0,85.0
2402,Developing,54.0,54,8.5,732.1255305,83.0,81,44.3,82,7.57,28.1,5631.73485,4823384.48,1.6,12.8,0.609,12.9,477.1,79.0,84.0
2403,Developing,53.8,55,8.69,709.3170967,79.0,615,43.6,84,7.77,29.5,5414.634325999999,476667.24,11.6,13.9,0.609,12.9,473.6,75.0,81.0
2404,Developing,53.7,55,6.96,622.043809,76.0,830,42.9,83,7.93,29.7,4863.51688,4717.99,12.6,15.0,0.611,12.9,459.5,73.0,74.0
2405,Developing,54.0,55,6.93,519.1563781000001,71.0,244,42.2,82,8.26,28.9,3775.68275,46418193.9,13.5,16.1,0.613,12.9,436.6,70.0,69.0
2406,Developing,54.9,54,7.04,346.53160069999996,72.0,1043,41.6,79,8.9,26.6,2518.398261,45855482.88,14.5,17.1,0.62,12.9,412.2,70.0,70.0
2407,Developing,56.0,52,7.38,365.2585722,72.0,1166,4.9,76,8.31,24.0,2681.781,45312937.0,15.4,18.1,0.629,13.0,387.3,71.0,71.0
2408,Developing,57.3,51,7.3,45.96380839,73.0,1459,4.1,73,8.7,21.3,337.2253,44896856.0,16.3,19.1,0.635,13.0,361.8,71.0,73.0
2426,Developed,82.6,1,0.01,42.98847625,96.0,154,66.0,1,9.3,0.1,296.47225,4648882.0,0.6,0.5,0.877,17.6,57.57,97.0,97.0
2427,Developed,82.4,1,9.25,423.680459,95.0,131,65.4,2,9.1,0.1,2921.9342,466245.0,0.6,0.5,0.8740000000000001,17.5,58.86,96.0,96.0
2428,Developed,82.0,1,9.35,4255.781693,96.0,1204,64.8,2,9.39,0.1,28562.29324,4677355.0,0.6,0.5,0.871,17.2,60.9,97.0,97.0
2429,Developed,82.1,1,9.62,4873.8188,97.0,3802,64.1,2,9.48,0.1,31834.218160000004,46742697.0,0.6,0.5,0.867,16.9,63.17,97.0,97.0
2430,Developed,81.9,1,9.78,578.7417172,97.0,302,63.5,2,9.56,0.1,3736.228,46576897.0,0.6,0.5,0.86,16.4,64.63,97.0,97.0
2431,Developed,81.6,2,9.99,5047.2540579999995,96.0,41,62.9,2,9.52,0.1,32333.4661,46362946.0,0.6,0.5,0.858,16.3,66.88,96.0,96.0
2432,Developed,81.3,2,10.24,5596.535203,97.0,297,62.3,2,8.8,0.1,35578.736189999996,4595416.0,0.6,0.5,0.8540000000000001,16.1,70.45,97.0,97.0
2433,Developed,89.0,2,11.05,510.9327012,96.0,267,61.7,2,8.36,0.1,3279.414,4522683.0,0.6,0.5,0.8490000000000001,16.0,72.38,96.0,96.0
2434,Developed,88.0,2,11.86,4460.3900060000005,97.0,362,61.1,2,8.23,0.1,28482.6948,44397319.0,0.6,0.5,0.8440000000000001,15.9,73.43,98.0,98.0
2435,Developed,81.0,2,11.92,405.4475981,96.0,22,6.5,2,8.12,0.1,2651.71745,43653155.0,0.6,0.5,0.8370000000000001,15.8,76.22,96.0,96.0
2436,Developed,81.0,2,11.96,3715.370095,97.0,26,59.9,2,8.5,0.1,24918.64584,42921895.0,0.6,0.5,0.833,15.6,78.55,97.0,97.0
2437,Developed,79.4,2,12.09,3205.019918,81.0,256,59.3,2,7.99,0.1,21495.7741,42187645.0,0.6,0.5,0.83,15.6,81.8,99.0,98.0
2438,Developed,79.5,2,12.26,228.35430240000002,82.0,67,58.8,2,7.25,0.1,1719.5354100000002,41431558.0,0.6,0.5,0.828,15.7,81.76,98.0,98.0
2439,Developed,79.4,2,9.86,2044.1697609999999,83.0,0,58.2,2,7.24,0.1,15323.6114,485412.0,0.6,0.5,0.825,15.7,82.88,95.0,96.0
2440,Developed,79.1,2,11.12,1934.398154,77.0,152,57.6,2,7.21,0.1,14676.768999999998,4567864.0,0.6,0.5,0.82,15.7,84.5,95.0,95.0
2442,Developing,74.7,3,2.37,42.7308283,99.0,1686,22.7,3,3.5,0.1,382.54994,2771.0,15.2,15.0,0.76,14.0,131.1,99.0,99.0
2443,Developing,74.6,3,2.56,41.62053588,99.0,2107,21.9,3,3.68,0.1,361.289374,2585.0,15.2,15.1,0.757,13.8,131.1,99.0,99.0
2444,Developing,74.5,3,2.8,20.76877311,99.0,51,21.2,4,3.21,0.1,335.521375,2425.0,15.3,15.2,0.752,13.7,131.1,99.0,99.0
2445,Developing,74.5,3,3.03,20.83302367,99.0,60,2.5,4,3.28,0.1,322.992615,2271.0,15.3,15.3,0.746,13.6,131.2,99.0,99.0
2446,Developing,74.5,3,2.31,191.72675890000002,99.0,79,19.8,4,3.43,0.1,2819.511161,2119.0,15.3,15.3,0.7390000000000001,13.5,131.2,99.0,99.0
2447,Developing,71.8,4,2.05,13.39092189,97.0,21,19.2,4,3.37,0.1,216.681584,19968.0,15.3,15.4,0.735,13.4,178.0,97.0,97.0
2448,Developing,72.3,4,2.1,17.81424344,98.0,33,18.5,4,3.44,0.1,254.489192,19817.0,15.4,15.4,0.731,13.3,170.8,98.0,98.0
2449,Developing,73.7,4,2.29,127.6377505,98.0,44,17.9,5,3.76,0.1,1644.816372,19668.0,15.4,15.5,0.725,13.2,144.7,98.0,98.0
2450,Developing,73.8,4,1.96,120.2471713,98.0,0,17.2,5,4.6,0.1,1448.7611,1952.0,15.4,15.5,0.718,13.1,144.7,98.0,98.0
2451,Developing,74.2,4,1.97,97.76637062,99.0,3,16.6,5,4.6,0.1,1259.87591,19373.0,15.4,15.5,0.7120000000000001,12.9,138.6,99.0,99.0
2452,Developing,69.1,6,1.56,15.35342268,62.0,35,16.1,10,4.28,0.1,174.6692,19228.0,15.4,15.5,0.705,12.8,197.4,97.0,97.0
2453,Developing,73.9,5,1.69,72.4280894,32.0,65,15.6,5,3.95,0.1,989.4547732000001,1983.0,15.4,15.5,0.6970000000000001,12.7,146.8,98.0,99.0
2474,Developing,71.4,0,6.32,1132.432517,85.0,0,57.7,0,5.69,0.4,9564.46383,547928.0,3.5,3.5,0.722,12.7,183.9,76.0,71.0
2475,Developing,71.2,0,6.02,1122.972967,86.0,0,57.0,0,5.96,0.4,9484.56898,54254.0,3.5,3.5,0.7190000000000001,12.7,186.1,78.0,76.0
2476,Developing,71.3,0,5.73,1168.324095,84.0,0,56.3,0,6.9,0.9,9272.413453000001,53777.0,3.5,3.4,0.708,12.7,188.3,79.0,76.0
2477,Developing,76.0,0,5.64,989.1263558,86.0,0,55.5,0,5.93,0.1,8318.976920000001,531589.0,3.5,3.4,0.7040000000000001,12.5,190.9,83.0,80.0
2478,Developing,73.0,0,5.26,99.08095375,86.0,0,54.8,0,5.81,0.5,833.31332,52613.0,3.5,3.4,0.7,12.3,194.1,94.0,94.0
2479,Developing,70.0,0,5.13,885.0739766,87.0,0,54.1,0,6.14,0.6,7443.85178,52619.0,3.5,3.4,0.696,12.1,196.6,85.0,87.0
2480,Developing,69.8,0,4.94,815.4355995,84.0,0,53.3,0,5.92,1.2,6858.163157999999,515148.0,3.5,3.4,0.691,11.9,199.6,85.0,85.0
2481,Developing,69.5,0,4.72,685.0299083,84.0,0,52.6,0,5.92,0.8,5761.39536,5975.0,3.5,3.4,0.684,11.7,200.1,84.0,84.0
2482,Developing,69.3,0,4.52,72.800168,84.0,0,51.8,0,6.22,0.6,527.92,5437.0,3.5,3.4,0.6779999999999999,11.5,202.0,84.0,84.0
2483,Developing,68.9,0,4.47,418.9206608,83.0,0,51.1,0,6.78,0.6,3595.8855,498946.0,3.5,3.4,0.672,11.3,206.9,84.0,83.0
2506,Developed,82.3,0,7.3,1142.212403,67.0,26,59.0,0,11.93,0.1,5918.19898,969611.0,1.5,1.3,0.9059999999999999,15.8,54.93,97.0,97.0
2507,Developed,81.9,0,7.3,1212.666327,67.0,51,58.5,0,11.97,0.1,6283.245220000001,96379.0,1.4,1.3,0.904,15.8,56.02,98.0,98.0
2508,Developed,81.7,0,7.4,10947.02327,53.0,30,58.1,0,11.8,0.1,57134.777,9519374.0,1.4,1.3,0.903,15.8,56.48,98.0,98.0
2509,Developed,81.7,0,7.4,11477.6671,42.0,26,57.7,0,11.7,0.1,59593.287110000005,9449213.0,1.4,1.3,0.9009999999999999,16.0,57.77,98.0,98.0
2545,Developing,73.8,8,0.83,17.98136184,83.0,403,49.4,9,3.72,0.1,258.3529,1963286.0,6.4,6.2,0.644,11.5,123.0,83.0,80.0
2546,Developing,73.7,8,0.97,122.6523334,83.0,517,48.5,10,3.78,0.1,1762.24617,18914977.0,6.4,6.3,0.636,11.4,123.1,83.0,80.0
2547,Developing,73.5,9,0.92,116.2585943,83.0,375,47.6,10,4.11,0.1,1577.457182,18294611.0,6.5,6.3,0.624,11.0,123.3,83.0,80.0
2548,Developing,73.2,9,0.93,10.21129783,82.0,189,46.8,10,4.48,0.1,148.852738,1786638.0,6.5,6.3,0.61,10.6,124.6,84.0,81.0
2549,Developing,73.0,9,1.29,94.75639211,81.0,801,46.0,11,5.12,0.1,1253.3914300000001,17415266.0,6.6,6.4,0.599,10.3,123.6,85.0,83.0
2550,Developing,72.8,9,1.25,91.70356833,8.0,538,45.3,11,4.94,0.1,1263.13455,178791.0,6.6,6.5,0.596,10.2,123.9,86.0,84.0
2551,Developing,72.7,10,1.29,93.50075111,8.0,290,44.6,11,4.92,0.1,1258.421953,16766899.0,6.7,6.5,0.589,10.1,123.8,83.0,82.0
2552,Developing,72.6,10,1.41,81.72747120000001,79.0,146,43.9,12,4.92,0.1,1177.629268,1641848.0,6.8,6.6,0.588,10.0,123.7,86.0,84.0
2554,Developing,69.6,10,0.01,7.829008596,97.0,0,39.9,11,6.88,0.2,114.45918999999999,8362745.0,3.6,3.7,0.622,11.3,126.5,94.0,97.0
2555,Developing,69.3,10,0.01,1.0419164,96.0,1,39.0,11,6.75,0.2,14.214412,817789.0,3.6,3.7,0.617,11.2,128.1,97.0,96.0
2556,Developing,68.8,10,0.01,71.50892145,94.0,16,38.2,12,6.39,0.2,954.725253,799562.0,3.6,3.7,0.613,11.1,130.0,96.0,94.0
2557,Developing,68.1,10,0.32,51.9919227,96.0,1,37.4,12,5.98,0.2,834.5412953,7815949.0,3.7,3.7,0.608,11.1,132.6,97.0,96.0
2558,Developing,67.3,10,0.32,43.34099958,93.0,0,36.6,12,6.4,0.2,738.3475227000001,764163.0,3.7,3.8,0.603,11.1,135.4,95.0,93.0
